,time,BlkCnt,PriceBTC,PriceUSD,HashRate,DiffLast,BlkHeight,Reward,BTCGenFrmBlk,totalBTC,btcSupplyOnDate,s2f_ratio_10,s2f_ratio_usd_10,s2f_ratio_463,s2f_ratio_usd_463
2018-02-06,,,,,,,,,,,16850323.58598086,22.92612423310718,5550.902790852274,22.745798308635685,5408.121149189917
2018-02-07,,,,,,,,,,,16852086.08598064,23.173657448883464,5751.149126057912,22.74932204103217,5410.886431385597
2018-02-08,,,,,,,,,,,16853723.58598053,23.426360287620437,5960.715658946053,22.75233054143358,5413.2481601607515
2018-02-09,,,,,,,,,,,16855411.08598012,23.91516059349522,6381.083097694386,22.761485555314003,5420.439435985644
2018-02-10,,,,,,,,,,,16857198.5859795,23.520903936454083,6040.470004948278,22.754921476389587,5415.282668019469
2018-02-11,,,,,,,,,,,16859086.0859795,23.659411434340505,6158.649610202773,22.7562618236487,5416.335372517835
2018-02-12,,,,,,,,,,,16861161.08597948,23.692737212647376,6187.323007397824,22.7548332247912,5415.2133604972905
2018-02-13,,,,,,,,,,,16863211.08594926,23.60461214925297,6111.702028505824,22.75168362485462,5412.740257989935
2018-02-14,,,,,,,,,,,16865448.58594924,23.592645439735943,6101.483207870292,22.751499190317713,5412.595462248902
2018-02-15,,,,,,,,,,,16867086.08594922,24.439151956918597,6854.199482079822,22.759226810661367,5418.664570649575
2018-02-16,,,,,,,,,,,16869048.5859492,24.654349894059944,7055.393444452387,22.765733681077183,5423.778605056892
2018-02-17,,,,,,,,,,,16870911.08594919,24.525948973615826,6934.860228688247,22.77311283973044,5429.5822785032215
2018-02-18,,,,,,,,,,,16872936.08594919,24.033616261492977,6485.9800687655725,22.778024582183107,5433.447739214742
2018-02-19,,,,,,,,,,,16874961.08594907,23.62107853098936,6125.782778660903,22.77415753265966,5430.404274167656
2018-02-20,,,,,,,,,,,16876723.58594906,23.653831388995158,6153.857625406343,22.787138496536315,5440.625320892284
2018-02-21,,,,,,,,,,,16878836.08594893,23.386975706016404,5927.709582360916,22.785757361129512,5439.537195477586
2018-02-22,,,,,,,,,,,16880698.58592881,23.644254382190443,6145.6392219418285,22.7958464071386,5447.48932878269
2018-02-23,,,,,,,,,,,16882548.58592879,23.89170180559878,6360.450655775767,22.80220319564302,5452.503874959073
2018-02-24,,,,,,,,,,,16884361.08591877,24.4318353095028,6847.430129329013,22.80580213017229,5455.344316683176
2018-02-25,,,,,,,,,,,16886498.58591876,23.80486533343467,6284.480900747438,22.79904320185214,5450.0107151019765
2018-02-26,,,,,,,,,,,16888261.08591856,24.05546989827517,6505.46272761919,22.797161261527666,5448.526286560645
2018-02-27,,,,,,,,,,,16890261.08591844,23.8871701713331,6356.470364442929,22.792915878721576,5445.178667239982
2018-02-28,,,,,,,,,,,16892198.58589749,23.998557963585718,6454.810373033831,22.788583989212572,5441.7643125505
2018-03-01,,,,,,,,,,,16894261.08589657,23.95480322500236,6416.055479184241,22.785445032211538,5439.291148648191
2018-03-02,,,,,,,,,,,16896211.08589546,23.726798713425662,6216.725431305054,22.79024674615929,5443.074705475354
2018-03-03,,,,,,,,,,,16898461.08589524,23.56350912782483,6076.652425980844,22.784000730139446,5438.153455594475
2018-03-04,,,,,,,,,,,16900311.08589442,23.581129054229923,6091.660186171238,22.788321043273708,5441.557109076493
2018-03-05,,,,,,,,,,,16902173.5858937,23.56869189929526,6081.064169700597,22.789284928496766,5442.316685103059
2018-03-06,,,,,,,,,,,16904123.58589279,23.40722255983681,5944.661415454303,22.794760563775554,5446.633083884232
2018-03-07,,,,,,,,,,,16906086.08589167,23.61933873717125,6124.293977131845,22.794853799025326,5446.706601126258
2018-03-08,,,,,,,,,,,16908111.0858914,23.309424946036444,5863.091220347067,22.79098690924593,5443.6580872404
2018-03-09,,,,,,,,,,,16909936.0858902,23.51953645390007,6039.3111650986375,22.793583800073243,5445.705249408902
2018-03-10,,,,,,,,,,,16911686.085889,23.7485547894337,6235.556498989596,22.797086321054373,5448.467181181324
2018-03-11,,,,,,,,,,,16913598.5858879,23.93569325477688,6399.180199460515,22.806222087606958,5455.675833241802
2018-03-12,,,,,,,,,,,16915611.0858879,23.861334687866897,6333.811319606796,22.804697075293415,5454.472047759137
2018-03-13,,,,,,,,,,,16917586.0858879,24.207662053726814,6642.275778563669,22.805482102733258,5455.091694803592
2018-03-14,,,,,,,,,,,16919386.0858879,24.27377308988734,6702.3261082520185,22.810069406518387,5458.713580144086
2018-03-15,,,,,,,,,,,16921186.0858876,24.35625241694764,6777.773378353238,22.822766626292577,5468.74735305814
2018-03-16,,,,,,,,,,,16923136.0858872,24.359062391701286,6780.354155798097,22.825880943326382,5471.210353456941
2018-03-17,,,,,,,,,,,16924998.5858872,24.490704075021434,6902.027707350198,22.82380048578127,5469.5649093267275
2018-03-18,,,,,,,,,,,16926886.0858871,24.673018389745785,7073.038745997823,22.820067278582222,5466.6131621291515
2018-03-19,,,,,,,,,,,16928823.5858871,24.528705240894805,6937.432420125287,22.833640381027568,5477.350374032923
2018-03-20,,,,,,,,,,,16930411.0858871,24.744131664290162,7140.536182626346,22.845711743449918,5486.911952889272
2018-03-21,,,,,,,,,,,16932311.0858871,24.76346092969404,7158.959931127826,22.857221953289987,5496.039878469213
2018-03-22,,,,,,,,,,,16934098.5858868,25.067824186126252,7453.451287318657,22.858413815397494,5496.985663475242
2018-03-23,,,,,,,,,,,16935761.08588536,25.501816190767503,7887.823278049974,22.858750014721075,5497.252470115779
2018-03-24,,,,,,,,,,,16937711.08588536,25.295761218835963,7679.4495239849,22.853739255228362,5493.276883501353
2018-03-25,,,,,,,,,,,16939398.58588536,25.454722822038537,7839.8568674926255,22.859190040869134,5497.601687008368
2018-03-26,,,,,,,,,,,16941273.58588535,25.56292565371405,7950.370043502662,22.858812871605597,5497.302354127169
2018-03-27,,,,,,,,,,,16943173.58588535,25.512989900490037,7899.234080919473,22.861180159990955,5499.181293558413
2018-03-28,,,,,,,,,,,16944861.08588535,25.799738735360595,8196.020229153737,22.8645994624871,5501.896016749379
2018-03-29,,,,,,,,,,,16946761.08586535,25.856634786182457,8255.81797899348,22.86967683735737,5505.92887402627
2018-03-30,,,,,,,,,,,16948786.08586535,25.243367598067646,7627.084666247943,22.871544671367293,5507.4129754371315
2018-03-31,,,,,,,,,,,16950386.08586535,25.665224587451714,8055.847433923617,22.88195854297431,5515.692505654919
2018-04-01,,,,,,,,,,,16952411.08586535,25.33503929043518,7718.869991334077,22.8763688513988,5511.2473535278605
2018-04-02,,,,,,,,,,,16954361.08586515,24.945884672686397,7334.472910132213,22.88219679327549,5515.882027576325
2018-04-03,,,,,,,,,,,16956398.58586515,24.83194004372968,7224.497636840074,22.877981359173955,5512.5294295391
2018-04-04,,,,,,,,,,,16958236.08586475,24.63666157663577,7038.702927609033,22.88364830142254,5517.036762634697
2018-04-05,,,,,,,,,,,16960186.08586455,24.541677848803868,6949.547589596703,22.88913783607173,5521.405439167061
2018-04-06,,,,,,,,,,,16961911.08586455,24.773664422406863,7168.698769642857,22.895664916745538,5526.602951627942
2018-04-07,,,,,,,,,,,16964161.08586455,24.054029532466,6504.177378256118,22.891069556225382,5522.943312281201
2018-04-08,,,,,,,,,,,16966173.58586455,23.917312262168743,6382.977862764347,22.889528252558968,5521.716231869347
2018-04-09,,,,,,,,,,,16968011.08584445,24.153461858367677,6593.324925468484,22.895196094273036,5526.229514806157
2018-04-10,,,,,,,,,,,16970061.08584425,23.60325996629258,6110.5467516,22.89641989829355,5527.204363158512
2018-04-11,,,,,,,,,,,16972073.58584425,23.621086804284168,6125.789859006949,22.900303062992585,5530.298378006789
2018-04-12,,,,,,,,,,,16973998.58584425,23.653878749473606,6153.89828630459,22.902705139127818,5532.212900304785
2018-04-13,,,,,,,,,,,16976061.08584425,23.626642891800476,6130.54608749008,22.897164534893143,5527.7975786753195
2018-04-14,,,,,,,,,,,16977773.58584425,23.780381743796045,6263.176027243669,22.907741534221834,5536.22854852317
2018-04-15,,,,,,,,,,,16979811.08584425,23.677076839243387,6173.83730859878,22.90216365417314,5531.7812812303955
2018-04-16,,,,,,,,,,,16981573.58584425,23.634323877597257,6137.125549834552,22.913492034569018,5540.8160548794585
2018-04-17,,,,,,,,,,,16983598.58584425,23.911075862867722,6377.487151757839,22.90755513254159,5536.07988944519
2018-04-18,,,,,,,,,,,16985598.58584425,23.92930111048457,6393.542454095245,22.910402119986255,5538.350722304459
2018-04-19,,,,,,,,,,,16987823.58584425,23.463824154208353,5992.2307564922285,22.905092073630616,5534.115811829399
2018-04-20,,,,,,,,,,,16989536.08584415,23.87333404038004,6344.328353670118,22.91940005679468,5545.531984146195
2018-04-21,,,,,,,,,,,16991523.58584415,23.90685436620596,6373.772289742038,22.91917560112318,5545.352766981836
2018-04-22,,,,,,,,,,,16993523.58583415,23.817723809831456,6295.690159400372,22.92609533151618,5550.879698507044
2018-04-23,,,,,,,,,,,16995436.08582415,24.00503558597082,6460.5616291842825,22.933572018649045,5556.855796893668
2018-04-24,,,,,,,,,,,16997423.58582415,23.67147492517557,6169.018282145136,22.93979936490923,5561.836721742481
2018-04-25,,,,,,,,,,,16998961.08582415,24.2924440840725,6719.353721172209,22.95388749970167,5573.116556932272
2018-04-26,,,,,,,,,,,17000723.58582405,24.29496563361439,6721.6556377371935,22.95946073401327,5577.583232195916
2018-04-27,,,,,,,,,,,17002498.58582395,24.61926303411624,7022.312705257363,22.972884083011373,5588.351632037014
2018-04-28,,,,,,,,,,,17004098.58582395,25.15453329060597,7538.86864238224,22.99596066106655,5606.897842105423
2018-04-29,,,,,,,,,,,17006073.58582395,25.502456152733288,7888.476508916187,23.006629993920857,5615.487067459246
2018-04-30,,,,,,,,,,,17008011.08582395,25.194410965461746,7578.3803014858495,23.0158858827561,5622.945840853913
2018-05-01,,,,,,,,,,,17009986.08581849,25.214418132961804,7598.258100699553,23.0118733125003,5619.71150049196
2018-05-02,,,,,,,,,,,17011736.08581839,25.563540922762943,7951.001535447621,23.017445766849914,5624.2035387172955
2018-05-03,,,,,,,,,,,17013623.58581839,25.601560745591062,7990.091699987395,23.019457000436333,5625.825438416472
2018-05-04,,,,,,,,,,,17015348.58581839,25.979516770845677,8386.003359096787,23.027729904806545,5632.500305229459
2018-05-05,,,,,,,,,,,17017361.08579839,25.311139234102217,7694.866534250033,23.033681121069115,5637.305365484373
2018-05-06,,,,,,,,,,,17019073.58579839,25.382738396621377,7766.931387589672,23.04125823647647,5643.427323390625
2018-05-07,,,,,,,,,,,17020948.58579819,25.247798358485788,7631.503331922389,23.0497554453993,5650.2981842859135
2018-05-08,,,,,,,,,,,17022686.08579735,25.06338751024928,7449.09893520629,23.053950027389458,5653.692080508895
2018-05-09,,,,,,,,,,,17024686.08579735,25.032629949495313,7418.974647216954,23.051671278744394,5651.848136200289
2018-05-10,,,,,,,,,,,17026611.08579735,25.05230683480031,7438.2365967837395,23.06743908341807,5664.6158997232
2018-05-11,,,,,,,,,,,17028198.58579735,25.588305646709085,7976.448267939175,23.079996172470494,5674.79819892155
2018-05-12,,,,,,,,,,,17030261.08579735,25.159242201601074,7543.526839109876,23.077456594776557,5672.737876553343
2018-05-13,,,,,,,,,,,17032111.08579735,25.213072298285848,7596.919829638032,23.0787293541596,5673.7703825091685
2018-05-14,,,,,,,,,,,17033761.08579735,25.318339953333176,7702.092922557178,23.0903525397005,5683.205568974155
2018-05-15,,,,,,,,,,,17035586.08576995,25.581842061525933,7969.801212858888,23.08575522602855,5679.472367433855
2018-05-16,,,,,,,,,,,17037823.58576985,24.868052765959,7259.227042108612,23.079349848244565,5674.273796029411
2018-05-17,,,,,,,,,,,17039473.58576975,25.17286689505569,7557.016095454677,23.086509358393066,5680.084635683034
2018-05-18,,,,,,,,,,,17041323.58574245,25.023472173226057,7410.021851894764,23.096360325298576,5688.086707230952
2018-05-19,,,,,,,,,,,17043248.58574245,25.127529004970302,7512.193896027058,23.096709614019073,5688.370583256302
2018-05-20,,,,,,,,,,,17045048.58574235,25.300745594188093,7684.444178181462,23.097566605960303,5689.067124724368
2018-05-21,,,,,,,,,,,17047011.08574235,24.798723721776298,7192.6560806130765,23.094537712650556,5686.605582722219
2018-05-22,,,,,,,,,,,17048898.58574225,25.03460747850964,7420.908901939725,23.101353763892796,5692.145943128989
2018-05-23,,,,,,,,,,,17050923.58574225,24.80442162389618,7198.11119220732,23.10665170329298,5696.45491894789
2018-05-24,,,,,,,,,,,17052711.08574215,24.62682782436361,7029.435811194204,23.10783345791407,5697.416386071666
